Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,dt
1.15,Good,H,VS1,EX,VG,GIA,5935,2017-02-01
2.11,Ideal,D,VVS2,EX,EX,GIA,55838,2017-02-02
1.03,Ideal,H,SI1,EX,EX,GIA,5418,2017-02-03
1.02,Ideal,I,VS1,ID,ID,AGSL,5283,2017-02-04
1.5,Very Good,F,VVS1,VG,G,GIA,17279,2017-02-05
1.04,Ideal,E,VVS2,VG,VG,GIA,10792,2017-02-06
1.01,Ideal,D,VVS2,EX,EX,GIA,10761,2017-02-07
1.05,Ideal,I,VS2,ID,ID,AGSL,5291,2017-02-08
1.0,Very Good,D,VS2,VG,G,GIA,6762,2017-02-09
1.01,Good,I,VVS2,VG,VG,GIA,4984,2017-02-10
1.0,Good,F,SI1,VG,G,GIA,4820,2017-02-11
1.07,Ideal,G,VS1,ID,ID,AGSL,7161,2017-02-12
1.02,Ideal,G,VVS2,EX,EX,GIA,8198,2017-02-13
0.9,Ideal,E,SI1,VG,VG,GIA,4439,2017-02-14
0.77,Ideal,H,VS1,EX,EX,GIA,3468,2017-02-15
0.9,Very Good,H,VS2,VG,VG,GIA,4328,2017-02-16
1.04,Ideal,E,VS1,EX,EX,GIA,8826,2017-02-17
1.01,Good,D,SI1,VG,VG,GIA,5700,2017-02-18
1.5,Very Good,I,VS2,EX,EX,GIA,9804,2017-02-19
1.08,Ideal,I,SI1,EX,EX,GIA,4639,2017-02-20
1.2,Signature-Ideal,H,VS1,EX,EX,GIA,8852,2017-02-21
1.08,Ideal,I,SI1,VG,VG,GIA,4588,2017-02-22
1.38,Very Good,F,VS1,VG,EX,GIA,11286,2017-02-23
1.13,Very Good,F,VS1,VG,G,GIA,7569,2017-02-24
1.1,Very Good,F,VS2,EX,G,GIA,6746,2017-02-25
0.9,Signature-Ideal,D,VS2,EX,EX,GIA,6689,2017-02-26
0.92,Very Good,G,VS1,G,VG,GIA,4597,2017-02-27
0.88,Ideal,E,VS2,EX,EX,GIA,5595,2017-02-28
1.63,Very Good,G,SI1,VG,VG,GIA,11368,2017-03-01
1.03,Very Good,D,SI1,EX,EX,GIA,5924,2017-03-02
1.24,Ideal,D,SI1,VG,VG,GIA,8457,2017-03-03
0.76,Very Good,F,VVS1,VG,VG,GIA,4655,2017-03-04
1.01,Fair,F,VS1,VG,VG,GIA,6941,2017-03-05
0.77,Ideal,G,VS2,EX,EX,GIA,3154,2017-03-06
0.8,Ideal,D,SI1,VG,EX,GIA,3597,2017-03-07
1.01,Ideal,G,SI1,VG,VG,GIA,5049,2017-03-08
0.81,Very Good,G,SI1,VG,VG,AGSL,2806,2017-03-09
0.91,Ideal,D,SI1,EX,EX,GIA,5535,2017-03-10
2.32,Ideal,G,VS2,EX,EX,GIA,32073,2017-03-11
0.91,Good,F,VVS2,G,G,GIA,5225,2017-03-12
1.22,Very Good,E,VS2,G,VG,GIA,9034,2017-03-13
1.22,Ideal,H,VVS2,ID,ID,AGSL,8014,2017-03-14
0.76,Ideal,F,SI1,EX,VG,GIA,2709,2017-03-15
0.91,Very Good,E,VS2,EX,EX,GIA,4992,2017-03-16
2.03,Ideal,G,SI1,VG,VG,GIA,16931,2017-03-17
2.03,Good,E,VS2,G,VG,GIA,28230,2017-03-18
1.1,Very Good,F,IF,VG,VG,GIA,11062,2017-03-19
2.06,Ideal,G,VS2,VG,VG,GIA,23951,2017-03-20
2.4,Very Good,D,VVS1,G,G,GIA,63815,2017-03-21
1.13,Ideal,E,VVS2,EX,EX,GIA,11387,2017-03-22
2.07,Signature-Ideal,G,VS1,ID,ID,AGSL,33647,2017-03-23
2.28,Very Good,G,SI1,EX,EX,GIA,23187,2017-03-24
1.03,Ideal,E,VVS2,ID,ID,AGSL,9932,2017-03-25
1.22,Ideal,F,VVS1,ID,ID,AGSL,12886,2017-03-26
1.56,Very Good,G,VVS1,VG,G,GIA,15334,2017-03-27
2.07,Very Good,H,SI1,VG,VG,GIA,17427,2017-03-28
1.04,Very Good,G,VS2,VG,G,GIA,5778,2017-03-29
1.0,Very Good,F,IF,EX,VG,GIA,10346,2017-03-30
1.08,Ideal,F,VS2,ID,ID,AGSL,7629,2017-03-31
2.2,Ideal,H,VS1,VG,VG,GIA,23189,2017-04-01
0.92,Very Good,I,VS2,VG,VG,GIA,3701,2017-04-02
0.9,Good,D,SI1,G,G,GIA,4117,2017-04-03
2.0,Ideal,E,VVS1,EX,VG,GIA,44853,2017-04-04
2.05,Very Good,E,VS2,VG,EX,GIA,30037,2017-04-05
1.01,Ideal,I,SI1,VG,EX,GIA,4638,2017-04-06
1.15,Ideal,I,VS1,ID,ID,AGSL,5940,2017-04-07
1.51,Ideal,I,SI1,VG,EX,GIA,8752,2017-04-08
1.09,Ideal,G,VVS2,EX,EX,GIA,8753,2017-04-09
2.05,Ideal,D,SI1,G,G,GIA,24019,2017-04-10
2.24,Ideal,F,SI1,EX,VG,GIA,21105,2017-04-11
1.05,Ideal,H,VS1,VG,VG,GIA,6467,2017-04-12
0.82,Ideal,D,VS2,VG,EX,GIA,4181,2017-04-13
2.22,Ideal,I,VS2,ID,ID,AGSL,19824,2017-04-14
0.8,Very Good,G,SI1,G,G,GIA,2723,2017-04-15
1.0,Very Good,I,VS2,VG,G,GIA,4425,2017-04-16
1.05,Good,E,SI1,G,G,GIA,5119,2017-04-17
0.76,Ideal,I,VVS2,EX,EX,GIA,2788,2017-04-18
0.76,Signature-Ideal,G,SI1,ID,ID,AGSL,3212,2017-04-19
1.04,Very Good,I,VS2,EX,VG,GIA,4468,2017-04-20
1.31,Ideal,G,VS1,EX,VG,GIA,10359,2017-04-21
0.8,Very Good,H,VS2,EX,EX,GIA,3235,2017-04-22
1.21,Ideal,F,VS2,ID,ID,AGSL,10177,2017-04-23
1.01,Ideal,E,SI1,EX,VG,GIA,6132,2017-04-24
1.5,Ideal,I,VS1,G,VG,GIA,9533,2017-04-25
1.01,Very Good,H,SI1,VG,G,GIA,4556,2017-04-26
2.36,Very Good,H,SI1,VG,EX,GIA,23109,2017-04-27
2.24,Very Good,H,VS1,VG,VG,GIA,24149,2017-04-28
1.08,Good,I,SI1,VG,G,GIA,4344,2017-04-29
1.08,Ideal,H,VS2,EX,EX,GIA,7241,2017-04-30
1.2,Very Good,F,VS1,EX,VG,GIA,9586,2017-05-01
1.01,Good,D,VS1,EX,VG,GIA,8339,2017-05-02
1.2,Very Good,I,VVS1,VG,EX,GIA,7080,2017-05-03
2.09,Ideal,I,VS1,VG,VG,GIA,18713,2017-05-04
1.52,Very Good,F,VS1,EX,EX,GIA,15819,2017-05-05
1.01,Good,D,IF,G,G,GIA,14361,2017-05-06
2.79,Very Good,F,VS2,VG,G,GIA,43163,2017-05-07
2.51,Ideal,F,SI1,EX,EX,GIA,31298,2017-05-08
1.07,Ideal,D,SI1,VG,EX,GIA,6587,2017-05-09
2.05,Ideal,F,VVS1,EX,EX,GIA,39599,2017-05-10
0.9,Ideal,G,VVS1,EX,VG,GIA,6680,2017-05-11
1.02,Very Good,I,VS1,G,VG,GIA,5302,2017-05-12
1.12,Ideal,F,VVS2,VG,EX,GIA,9979,2017-05-13
2.03,Ideal,H,VS1,VG,VG,GIA,19287,2017-05-14
1.01,Very Good,H,VS2,EX,EX,GIA,5897,2017-05-15
2.02,Very Good,D,SI1,G,G,GIA,21332,2017-05-16
1.14,Ideal,D,IF,EX,EX,GIA,20411,2017-05-17
1.25,Ideal,G,VVS1,VG,VG,GIA,10922,2017-05-18
0.91,Very Good,I,SI1,G,G,GIA,3170,2017-05-19
2.02,Very Good,F,VS1,VG,VG,GIA,30745,2017-05-20
2.32,Very Good,G,VS2,EX,EX,GIA,27514,2017-05-21
1.04,Ideal,F,SI1,EX,EX,GIA,5495,2017-05-22
0.8,Signature-Ideal,G,VS1,ID,ID,AGSL,4388,2017-05-23
1.0,Very Good,F,SI1,EX,VG,GIA,4820,2017-05-24
0.83,Ideal,D,VS2,ID,ID,AGSL,4230,2017-05-25
0.92,Ideal,G,SI1,EX,EX,GIA,4249,2017-05-26
1.34,Signature-Ideal,I,IF,EX,EX,GIA,10098,2017-05-27
1.09,Very Good,G,VS2,G,VG,GIA,6688,2017-05-28
1.26,Very Good,F,VS2,EX,VG,GIA,9767,2017-05-29
2.01,Very Good,I,VS1,EX,G,GIA,18500,2017-05-30
1.17,Ideal,H,SI1,ID,ID,AGSL,6368,2017-05-31
1.0,Ideal,H,VVS1,VG,VG,GIA,6535,2017-06-01
1.01,Very Good,I,SI1,VG,VG,GIA,4065,2017-06-02
1.1,Ideal,G,VS2,ID,ID,AGSL,6972,2017-06-03
2.13,Ideal,G,VS2,EX,EX,GIA,27122,2017-06-04
1.0,Fair,I,SI1,VG,VG,GIA,3899,2017-06-05
1.5,Very Good,H,VVS2,VG,G,GIA,12985,2017-06-06
2.0,Very Good,H,SI1,VG,G,GIA,15745,2017-06-07
0.79,Ideal,H,VS2,G,EX,GIA,2844,2017-06-08
1.6,Ideal,H,SI1,VG,VG,GIA,10408,2017-06-09
2.08,Ideal,I,VS2,VG,VG,GIA,17539,2017-06-10
2.07,Ideal,D,VS2,VG,VG,GIA,27142,2017-06-11
2.0,Very Good,I,SI1,G,G,GIA,14057,2017-06-12
2.0,Good,F,SI1,VG,G,GIA,20221,2017-06-13
1.51,Good,E,SI1,G,G,GIA,10088,2017-06-14
1.01,Ideal,F,SI1,EX,EX,GIA,5861,2017-06-15
1.28,Ideal,G,VS1,EX,VG,GIA,9640,2017-06-16
1.08,Ideal,D,SI1,VG,VG,GIA,6203,2017-06-17
1.21,Ideal,I,SI1,VG,VG,GIA,5452,2017-06-18
1.01,Very Good,G,SI1,VG,VG,GIA,4890,2017-06-19
0.9,Very Good,H,SI1,EX,EX,GIA,3437,2017-06-20
1.34,Very Good,H,SI1,VG,G,GIA,7314,2017-06-21
0.9,Good,E,SI1,EX,VG,GIA,4229,2017-06-22
0.9,Very Good,E,SI1,EX,EX,GIA,4471,2017-06-23
2.01,Ideal,H,VS1,EX,VG,GIA,23326,2017-06-24
0.81,Ideal,E,SI1,EX,EX,GIA,3913,2017-06-25
0.9,Very Good,D,VS1,VG,VG,GIA,5195,2017-06-26
1.06,Ideal,E,SI1,VG,VG,GIA,5161,2017-06-27
1.51,Ideal,G,VS1,EX,EX,GIA,14779,2017-06-28
0.92,Very Good,D,SI1,EX,VG,GIA,4253,2017-06-29
1.52,Very Good,F,SI1,G,G,GIA,11094,2017-06-30
1.12,Ideal,F,VS2,EX,EX,GIA,8074,2017-07-01
1.0,Good,D,SI1,VG,G,GIA,5642,2017-07-02
1.2,Ideal,G,VVS2,G,VG,GIA,9373,2017-07-03
1.02,Ideal,G,VS1,EX,G,GIA,6968,2017-07-04
1.15,Very Good,D,VS2,VG,G,GIA,7662,2017-07-05
2.01,Ideal,G,VS1,VG,VG,GIA,23156,2017-07-06
1.01,Ideal,H,SI1,VG,VG,GIA,4767,2017-07-07
0.9,Very Good,H,SI1,VG,VG,GIA,3629,2017-07-08
2.0,Good,H,VS1,VG,EX,GIA,20566,2017-07-09
1.51,Ideal,I,VVS1,EX,EX,GIA,12788,2017-07-10
2.02,Very Good,E,VS2,EX,EX,GIA,28147,2017-07-11
0.9,Very Good,H,VVS1,VG,EX,GIA,4664,2017-07-12
0.82,Very Good,F,SI1,G,VG,AGSL,3048,2017-07-13
0.79,Very Good,G,SI1,EX,EX,GIA,2755,2017-07-14
1.02,Very Good,F,SI1,VG,VG,GIA,5126,2017-07-15
1.11,Ideal,G,VS1,EX,EX,GIA,8129,2017-07-16
1.5,Very Good,I,VS2,VG,G,GIA,9611,2017-07-17
1.6,Ideal,I,SI1,G,G,GIA,9376,2017-07-18
1.5,Very Good,F,VS2,EX,VG,GIA,13001,2017-07-19
1.22,Ideal,I,VS1,EX,EX,GIA,6581,2017-07-20
1.14,Very Good,H,VS2,EX,EX,GIA,6386,2017-07-21
1.01,Very Good,D,SI1,VG,VG,GIA,5812,2017-07-22
1.52,Very Good,D,SI1,EX,VG,GIA,13357,2017-07-23
0.9,Good,H,SI1,G,G,GIA,3734,2017-07-24
1.23,Very Good,I,VS2,VG,G,GIA,6335,2017-07-25
2.07,Very Good,H,SI1,VG,VG,GIA,17019,2017-07-26
0.85,Ideal,G,SI1,EX,EX,GIA,3766,2017-07-27
2.01,Very Good,F,SI1,VG,EX,GIA,21119,2017-07-28
0.99,Ideal,F,SI1,EX,VG,GIA,5728,2017-07-29
1.14,Ideal,G,IF,EX,EX,GIA,10735,2017-07-30
2.36,Very Good,I,SI1,VG,G,GIA,18098,2017-07-31
1.29,Ideal,I,SI1,EX,EX,GIA,6372,2017-08-01
1.01,Good,F,VS2,G,G,GIA,6271,2017-08-02
1.51,Fair,H,VS1,VG,EX,GIA,9701,2017-08-03
1.02,Very Good,E,SI1,EX,EX,GIA,5732,2017-08-04
1.02,Ideal,G,VS1,ID,ID,AGSL,7123,2017-08-05
1.61,Very Good,I,IF,VG,VG,GIA,11513,2017-08-06
2.23,Very Good,H,VS2,VG,VG,GIA,21706,2017-08-07
2.54,Very Good,H,SI1,VG,EX,GIA,25867,2017-08-08
0.8,Very Good,F,SI1,EX,EX,GIA,3093,2017-08-09
1.2,Very Good,I,IF,VG,G,GIA,7141,2017-08-10
0.9,Good,H,SI1,VG,G,GIA,3282,2017-08-11
0.79,Ideal,E,SI1,VG,VG,GIA,3384,2017-08-12
1.06,Very Good,E,SI1,EX,EX,GIA,6169,2017-08-13
1.01,Ideal,I,VS1,EX,EX,GIA,5375,2017-08-14
2.7,Ideal,D,VS1,VG,VG,GIA,50350,2017-08-15
0.9,Very Good,H,VVS2,EX,EX,GIA,4832,2017-08-16
1.91,Very Good,F,IF,G,G,GIA,28557,2017-08-17
0.9,Very Good,I,SI1,VG,VG,GIA,3407,2017-08-18
1.22,Signature-Ideal,I,VS2,ID,ID,AGSL,7430,2017-08-19
1.28,Ideal,E,VS1,VG,EX,GIA,11696,2017-08-20
1.32,Ideal,G,VS2,EX,EX,GIA,9773,2017-08-21
1.69,Ideal,I,VS2,VG,VG,GIA,11086,2017-08-22
0.91,Good,E,SI1,VG,VG,GIA,3971,2017-08-23
0.92,Ideal,D,SI1,EX,EX,GIA,4696,2017-08-24
1.23,Very Good,G,VVS1,EX,EX,AGSL,10454,2017-08-25
2.07,Ideal,D,VVS2,VG,VG,GIA,46290,2017-08-26
2.01,Ideal,G,SI1,VG,EX,GIA,18736,2017-08-27
1.11,Good,H,SI1,EX,EX,AGSL,5238,2017-08-28
1.08,Very Good,F,SI1,VG,G,GIA,5256,2017-08-29
1.13,Very Good,F,SI1,VG,G,GIA,5584,2017-08-30
1.01,Very Good,I,VS2,VG,VG,GIA,4610,2017-08-31
1.1,Ideal,H,VVS1,VG,EX,GIA,7434,2017-09-01
0.75,Ideal,F,VS2,EX,EX,GIA,3434,2017-09-02
1.01,Very Good,E,VS2,G,G,GIA,6128,2017-09-03
2.04,Very Good,H,VS1,VG,EX,GIA,20645,2017-09-04
1.0,Ideal,E,SI1,EX,EX,GIA,5555,2017-09-05
1.5,Very Good,F,VVS2,VG,G,GIA,16501,2017-09-06
2.08,Ideal,G,VS1,EX,EX,GIA,28928,2017-09-07
1.62,Very Good,H,SI1,VG,G,GIA,10567,2017-09-08
2.04,Good,I,VS2,G,G,GIA,15511,2017-09-09
1.02,Very Good,H,VS1,VG,G,GIA,5280,2017-09-10
1.0,Good,I,SI1,VG,VG,GIA,4149,2017-09-11
1.06,Ideal,G,VVS2,EX,EX,GIA,8515,2017-09-12
1.05,Ideal,G,VS1,EX,EX,GIA,7270,2017-09-13
1.52,Very Good,H,VVS2,VG,VG,GIA,11772,2017-09-14
1.5,Ideal,H,VS1,ID,ID,AGSL,12702,2017-09-15
0.92,Very Good,H,SI1,G,VG,GIA,3800,2017-09-16
2.01,Very Good,G,VS1,EX,VG,GIA,26089,2017-09-17
1.06,Signature-Ideal,G,VS1,ID,ID,AGSL,8093,2017-09-18
0.93,Very Good,G,SI1,VG,G,GIA,4252,2017-09-19
0.9,Ideal,D,SI1,VG,VG,GIA,4537,2017-09-20
1.02,Ideal,H,SI1,EX,EX,GIA,6264,2017-09-21
1.28,Very Good,G,VVS1,EX,VG,GIA,11376,2017-09-22
1.0,Ideal,G,VVS2,ID,ID,AGSL,7520,2017-09-23
0.9,Good,I,VVS2,VG,G,GIA,3946,2017-09-24
1.17,Very Good,H,SI1,G,VG,GIA,5995,2017-09-25
2.04,Very Good,G,VVS2,VG,VG,GIA,27499,2017-09-26
1.01,Very Good,G,VS2,EX,EX,GIA,6449,2017-09-27
1.0,Very Good,D,VS1,VG,G,GIA,7281,2017-09-28
1.02,Signature-Ideal,D,VS2,EX,EX,GIA,9502,2017-09-29
1.5,Ideal,F,SI1,EX,EX,GIA,11146,2017-09-30
1.06,Ideal,G,VS2,EX,EX,GIA,6890,2017-10-01
1.01,Very Good,E,SI1,EX,VG,GIA,7211,2017-10-02
2.0,Good,G,VS1,G,G,GIA,25994,2017-10-03
2.01,Good,I,SI1,VG,G,GIA,14552,2017-10-04
2.02,Good,G,VS2,VG,VG,GIA,25270,2017-10-05
1.07,Ideal,H,VVS2,VG,VG,GIA,7133,2017-10-06
0.85,Ideal,E,SI1,EX,EX,GIA,4089,2017-10-07
2.04,Ideal,E,SI1,EX,EX,GIA,22553,2017-10-08
1.5,Ideal,D,VS1,VG,VG,GIA,17532,2017-10-09
0.91,Very Good,G,VVS2,EX,VG,GIA,5468,2017-10-10
1.52,Very Good,G,VVS1,VG,VG,GIA,16649,2017-10-11
1.02,Ideal,G,VVS2,VG,VG,GIA,7730,2017-10-12
2.25,Signature-Ideal,G,VS1,ID,ID,AGSL,36836,2017-10-13
0.9,Very Good,G,VS2,VG,VG,GIA,4484,2017-10-14
1.02,Very Good,F,VS2,G,VG,GIA,6007,2017-10-15
0.82,Ideal,E,SI1,EX,EX,GIA,3622,2017-10-16
2.05,Very Good,H,VS2,EX,EX,GIA,21172,2017-10-17
2.09,Very Good,H,IF,VG,VG,GIA,26342,2017-10-18
1.05,Signature-Ideal,F,VVS1,ID,ID,AGSL,12273,2017-10-19
0.75,Ideal,I,SI1,VG,VG,GIA,2383,2017-10-20
2.05,Ideal,G,SI1,EX,EX,GIA,19516,2017-10-21
2.05,Ideal,G,VS2,EX,EX,GIA,25656,2017-10-22
1.13,Ideal,E,VVS2,EX,EX,GIA,11115,2017-10-23
0.91,Very Good,I,VS2,VG,VG,GIA,3911,2017-10-24
0.76,Ideal,H,VS1,EX,EX,GIA,3424,2017-10-25
0.75,Very Good,E,VS2,VG,EX,GIA,3817,2017-10-26
1.02,Very Good,E,VVS2,EX,VG,GIA,8657,2017-10-27
2.19,Very Good,E,VS1,EX,VG,GIA,33491,2017-10-28
1.06,Very Good,G,VS1,EX,EX,GIA,6778,2017-10-29
2.04,Ideal,I,VS1,EX,VG,GIA,18282,2017-10-30
1.2,Signature-Ideal,D,VVS2,EX,EX,GIA,16130,2017-10-31
2.04,Very Good,G,VVS1,VG,G,GIA,29060,2017-11-01
1.08,Ideal,G,VS2,VG,VG,GIA,6516,2017-11-02
0.9,Very Good,E,SI1,EX,EX,GIA,3863,2017-11-03
1.01,Good,G,VVS2,EX,VG,GIA,7377,2017-11-04
2.02,Ideal,G,SI1,EX,EX,GIA,21167,2017-11-05
0.78,Ideal,D,SI1,VG,VG,GIA,3035,2017-11-06
2.01,Good,G,VS1,EX,VG,GIA,26089,2017-11-07
0.9,Very Good,E,VS2,VG,VG,GIA,4598,2017-11-08
1.27,Ideal,H,VS2,VG,EX,GIA,7271,2017-11-09
0.75,Very Good,G,VS2,EX,VG,GIA,2876,2017-11-10
1.07,Ideal,D,VVS2,EX,EX,GIA,12545,2017-11-11
1.21,Very Good,E,VS1,EX,VG,GIA,9380,2017-11-12
1.61,Ideal,G,VS1,EX,VG,GIA,16205,2017-11-13
1.09,Ideal,G,IF,ID,ID,AGSL,9410,2017-11-14
0.91,Ideal,I,VS2,VG,VG,GIA,3664,2017-11-15
0.9,Good,H,SI1,VG,VG,GIA,3465,2017-11-16
1.55,Ideal,F,SI1,EX,EX,GIA,11011,2017-11-17
2.01,Good,F,SI1,VG,G,GIA,18143,2017-11-18
2.11,Very Good,H,VS1,EX,ID,AGSL,23138,2017-11-19
2.11,Ideal,D,VVS1,EX,EX,GIA,49740,2017-11-20
1.05,Ideal,F,SI1,EX,EX,GIA,5586,2017-11-21
1.51,Good,F,SI1,EX,VG,GIA,10750,2017-11-22
0.78,Very Good,F,VS1,VG,VG,GIA,3563,2017-11-23
1.0,Very Good,D,SI1,EX,EX,GIA,6196,2017-11-24
2.03,Very Good,F,VS1,VG,EX,GIA,29713,2017-11-25
1.31,Signature-Ideal,G,VVS2,EX,EX,GIA,13057,2017-11-26
1.16,Ideal,H,VS2,EX,EX,GIA,6954,2017-11-27
1.04,Ideal,G,VS1,ID,ID,AGSL,6831,2017-11-28
0.78,Ideal,G,VS2,VG,VG,GIA,3171,2017-11-29
0.91,Very Good,G,VVS2,VG,EX,GIA,5468,2017-11-30
1.13,Signature-Ideal,E,VVS1,ID,ID,AGSL,14816,2017-12-01
1.51,Very Good,F,SI1,VG,G,GIA,10190,2017-12-02
2.43,Ideal,E,VVS2,EX,EX,GIA,54334,2017-12-03
1.6,Ideal,D,SI1,VG,VG,GIA,13377,2017-12-04
1.01,Very Good,I,SI1,VG,VG,GIA,4189,2017-12-05
2.01,Ideal,D,VS2,ID,ID,AGSL,30348,2017-12-06
1.11,Ideal,G,VS1,EX,EX,GIA,9261,2017-12-07
0.84,Ideal,D,VS2,EX,EX,GIA,4736,2017-12-08
0.91,Very Good,H,VVS2,VG,EX,GIA,4665,2017-12-09
1.06,Very Good,G,VS1,VG,VG,GIA,7191,2017-12-10
1.59,Ideal,I,VS2,ID,ID,AGSL,10752,2017-12-11
0.91,Good,F,SI1,G,G,GIA,3606,2017-12-12
1.28,Very Good,H,VS2,VG,G,GIA,7517,2017-12-13
1.05,Signature-Ideal,F,VS1,ID,ID,AGSL,9330,2017-12-14
1.16,Very Good,G,VS1,VG,VG,GIA,7589,2017-12-15
1.23,Very Good,D,SI1,EX,VG,GIA,7717,2017-12-16
1.02,Ideal,H,VVS2,EX,VG,GIA,6266,2017-12-17
2.16,Very Good,H,VS2,VG,VG,GIA,20740,2017-12-18
1.29,Ideal,F,VVS2,VG,VG,GIA,13142,2017-12-19
0.9,Very Good,D,IF,EX,VG,GIA,9090,2017-12-20
2.07,Ideal,G,VS2,EX,EX,GIA,29219,2017-12-21
0.81,Ideal,G,VS1,VG,EX,GIA,3544,2017-12-22
1.57,Ideal,I,SI1,EX,EX,GIA,10633,2017-12-23
1.81,Very Good,G,VS2,VG,VG,GIA,18835,2017-12-24
2.01,Ideal,F,VS1,EX,EX,GIA,34538,2017-12-25
1.07,Ideal,H,VS2,VG,VG,GIA,5813,2017-12-26
0.81,Very Good,F,SI1,ID,ID,AGSL,3308,2017-12-27
2.03,Very Good,H,VS1,VG,VG,GIA,20550,2017-12-28
1.2,Very Good,H,VS1,VG,VG,GIA,6972,2017-12-29
1.0,Ideal,E,VVS2,EX,VG,GIA,9685,2017-12-30
1.5,Very Good,I,VVS2,EX,G,GIA,10873,2017-12-31
1.08,Ideal,D,SI1,EX,EX,GIA,6539,2018-01-01
1.2,Ideal,H,VS1,VG,VG,GIA,7473,2018-01-02
2.0,Ideal,E,VVS2,VG,VG,GIA,31924,2018-01-03
2.01,Good,D,SI1,VG,VG,GIA,20340,2018-01-04
1.62,Very Good,G,VVS2,VG,VG,GIA,16625,2018-01-05
0.8,Ideal,F,SI1,VG,EX,GIA,3293,2018-01-06
1.01,Good,H,SI1,VG,VG,GIA,4616,2018-01-07
1.03,Ideal,F,VS2,VG,VG,GIA,6902,2018-01-08
0.77,Very Good,E,VS1,G,G,GIA,3488,2018-01-09
1.2,Very Good,E,VS2,EX,VG,GIA,8769,2018-01-10
1.01,Very Good,I,SI1,EX,VG,GIA,4313,2018-01-11
1.62,Ideal,G,VS2,EX,EX,GIA,16183,2018-01-12
1.53,Good,E,SI1,VG,G,GIA,11349,2018-01-13
1.03,Ideal,D,VS1,EX,EX,GIA,8612,2018-01-14
1.2,Very Good,I,SI1,VG,G,GIA,5352,2018-01-15
0.96,Very Good,G,VVS1,EX,VG,GIA,5913,2018-01-16
1.0,Very Good,G,SI1,VG,G,GIA,4793,2018-01-17
1.03,Ideal,D,SI1,ID,ID,AGSL,6460,2018-01-18
2.01,Very Good,F,VS2,EX,VG,GIA,27183,2018-01-19
1.2,Ideal,G,SI1,EX,EX,GIA,7372,2018-01-20
0.9,Signature-Ideal,H,SI1,ID,ID,AGSL,4740,2018-01-21
0.78,Ideal,D,VS2,EX,EX,GIA,4183,2018-01-22
2.01,Good,G,IF,G,G,GIA,31365,2018-01-23
2.41,Very Good,E,VVS2,VG,G,GIA,51271,2018-01-24
0.8,Very Good,I,SI1,EX,VG,GIA,2473,2018-01-25
1.13,Very Good,D,VS2,EX,EX,GIA,8561,2018-01-26
1.28,Ideal,I,VS1,VG,VG,GIA,6600,2018-01-27
2.16,Very Good,I,VS2,VG,VG,GIA,17904,2018-01-28
1.02,Good,G,VS2,EX,VG,GIA,5884,2018-01-29
1.02,Very Good,F,VS2,VG,VG,GIA,6632,2018-01-30
2.07,Very Good,D,SI1,EX,EX,GIA,22900,2018-01-31
2.74,Very Good,H,VS2,VG,VG,GIA,27285,2018-02-01
0.91,Ideal,I,VS1,EX,EX,GIA,3872,2018-02-02
1.13,Very Good,I,IF,VG,EX,GIA,6534,2018-02-03
0.9,Fair,E,VS2,VG,VG,GIA,4358,2018-02-04
1.19,Ideal,H,VS1,EX,EX,GIA,7466,2018-02-05
1.03,Ideal,F,SI1,VG,VG,GIA,5356,2018-02-06
1.0,Very Good,F,VS1,G,G,GIA,6694,2018-02-07
2.02,Very Good,H,VS1,EX,EX,GIA,21928,2018-02-08
2.02,Good,D,IF,EX,VG,GIA,52570,2018-02-09
1.08,Good,F,SI1,VG,VG,GIA,5403,2018-02-10
2.02,Ideal,D,IF,VG,VG,GIA,64453,2018-02-11
2.02,Very Good,E,SI1,VG,G,GIA,18731,2018-02-12
1.02,Ideal,E,VS2,VG,VG,GIA,7020,2018-02-13
2.14,Ideal,G,SI1,EX,EX,GIA,20362,2018-02-14
1.59,Ideal,I,VS1,VG,VG,GIA,12098,2018-02-15
1.0,Very Good,G,VS2,VG,VG,GIA,5939,2018-02-16
0.91,Ideal,I,SI1,EX,EX,GIA,3697,2018-02-17
2.01,Good,G,SI1,EX,EX,AGSL,17879,2018-02-18
1.51,Very Good,H,SI1,VG,G,GIA,9694,2018-02-19
1.5,Signature-Ideal,F,VVS2,ID,ID,AGSL,21002,2018-02-20
2.41,Ideal,I,VS2,EX,VG,GIA,20928,2018-02-21
1.22,Very Good,E,VS2,VG,VG,GIA,9495,2018-02-22
1.01,Very Good,E,SI1,VG,G,GIA,5085,2018-02-23
0.9,Good,G,SI1,EX,VG,GIA,3804,2018-02-24
1.23,Very Good,G,VVS2,EX,EX,GIA,10004,2018-02-25
1.0,Very Good,D,SI1,VG,G,GIA,5568,2018-02-26
0.75,Ideal,G,VVS1,EX,EX,GIA,3949,2018-02-27
1.01,Ideal,G,IF,VG,EX,GIA,8869,2018-02-28
1.32,Ideal,H,VVS1,ID,ID,AGSL,9572,2018-03-01
2.79,Ideal,D,IF,EX,EX,GIA,101561,2018-03-02
1.3,Very Good,G,SI1,VG,EX,GIA,7985,2018-03-03
1.25,Very Good,H,VS2,VG,VG,GIA,7227,2018-03-04
2.18,Ideal,H,SI1,EX,EX,GIA,19379,2018-03-05
0.77,Ideal,D,VS1,EX,EX,GIA,4407,2018-03-06
